id,uuid,location,resolution,producer,operating_system,ip
4091,se1jOaHK,Paris,4K,Sencor,Linux,184.193.217.87
4092,XglnBOP7,Amsterdam,"Full HD",LG,Ubuntu,131.41.54.139
4093,OnFWpCYtl,Berlin,"Full HD",Philips,Linux,178.67.168.47
4094,M79OQT,Berlin,"Full HD",Samsung,Ubuntu,50.68.200.139
4095,qhFr2Tp5U1,Warsaw,"Full HD",Philips,Android,235.180.23.90
4096,fVITm,Berlin,4K,Philips,Linux,42.91.59.31
4097,oeTQGU4A,Warsaw,4K,Sencor,Ubuntu,110.205.0.147
4098,qh2tXWlRx,Berlin,4K,Philips,Ubuntu,180.208.232.52
4099,kCnG8i,Amsterdam,"Full HD",Philips,Linux,213.163.243.6
4100,QNFpCy,Paris,"Full HD",Samsung,Ubuntu,179.104.192.183
4101,4VPBW,Amsterdam,"Full HD",Philips,Android,233.40.215.247
4102,triwZB0A,Amsterdam,"Full HD",Sencor,Ubuntu,140.202.150.155
4103,pk9ID,Amsterdam,4K,Sencor,Ubuntu,3.11.37.225
4104,gB79sP5VHG,Berlin,4K,Sencor,Ubuntu,69.152.103.255
4105,dI9bc8gZ5F,Paris,4K,LG,Ubuntu,152.77.79.247
4106,6OCs9,Amsterdam,4K,Samsung,Ubuntu,177.174.201.4
4107,B1sxM2XHvL,Amsterdam,4K,Philips,Ubuntu,183.133.249.56
4108,xTlnedtK3i,Warsaw,"Full HD",Sencor,Android,34.202.121.73
4109,1EyNR,Warsaw,"Full HD",Samsung,Android,244.86.215.237
4110,grQKW8,Warsaw,"Full HD",Sencor,Android,182.50.103.157
4111,LF5XYg,Paris,4K,Philips,Linux,96.221.95.81
4112,wOJ3fM6Yyz,Berlin,4K,LG,Ubuntu,102.79.22.34
4113,sEoTF0PMDC,Paris,4K,Philips,Ubuntu,218.69.158.50
4114,axlK5C,Warsaw,4K,Philips,Android,183.45.37.199
4115,C2DP5HiyN,Paris,"Full HD",Sencor,Android,123.194.49.151
4116,f9hGTztlIb,Paris,"Full HD",Samsung,Ubuntu,214.178.113.70
4117,HRJXLN9Als,Paris,4K,LG,Linux,26.63.32.207
4118,fp9roXWjJ8,Berlin,"Full HD",Philips,Linux,219.72.90.91
4119,4juwNLO,Warsaw,4K,Sencor,Android,202.181.155.250
4120,EHIC3KuwWJ,Berlin,4K,Sencor,Ubuntu,125.139.100.85
4121,VDQ1G,Paris,"Full HD",Philips,Ubuntu,58.189.141.147
4122,ce97uh,Berlin,4K,Philips,Linux,187.172.253.20
4123,ASa8IWMq02,Paris,"Full HD",LG,Android,251.236.206.116
4124,3ZVlc,Paris,4K,Philips,Linux,127.126.169.241
4125,bBWmqX,Berlin,"Full HD",Philips,Linux,72.107.154.3
4126,TQ4vWcGfY,Berlin,4K,Philips,Linux,195.200.243.191
4127,VnzLYIm4,Paris,"Full HD",Philips,Android,1.103.88.225
4128,POhFl,Warsaw,4K,Sencor,Android,174.216.203.78
4129,O9p2skFxzM,Paris,4K,Samsung,Ubuntu,4.81.236.3
4130,LFhkol8P,Berlin,4K,Samsung,Android,66.101.220.117
4131,Q7kbO,Amsterdam,"Full HD",Philips,Ubuntu,58.107.203.242
4132,R9usA1W5,Berlin,"Full HD",Sencor,Linux,218.191.168.199
4133,PKSQg,Berlin,"Full HD",Philips,Ubuntu,221.177.74.160
4134,z5FEIMRe2K,Paris,4K,Samsung,Ubuntu,139.167.222.93
4135,cI6Zn,Paris,"Full HD",Sencor,Linux,206.138.82.90
4136,kyNsp,Berlin,4K,LG,Android,42.99.164.187
4137,u8YLUA3xrm,Warsaw,4K,Samsung,Android,213.191.130.13
4138,t2749DU,Paris,"Full HD",Samsung,Android,223.71.47.162
4139,hBANHPpDQK,Warsaw,4K,Philips,Linux,238.81.13.48
4140,wHToh,Berlin,4K,Samsung,Linux,17.139.93.61
4141,p8sjVxZg2,Amsterdam,"Full HD",LG,Android,4.103.200.17
4142,lhLePXY,Amsterdam,4K,Sencor,Ubuntu,94.125.28.173
4143,oiG36N,Warsaw,"Full HD",LG,Ubuntu,55.239.224.123
4144,3M4QZkI7,Paris,4K,Philips,Android,131.109.8.161
4145,CSf7c6Hw,Warsaw,"Full HD",Samsung,Linux,160.234.69.40
4146,Nlkpx3,Paris,4K,Sencor,Linux,147.242.119.127
4147,5aZGl,Paris,"Full HD",Sencor,Ubuntu,99.113.146.15
4148,ZfwHJ,Warsaw,"Full HD",Philips,Linux,245.65.159.80
4149,TJblwNY,Berlin,4K,Philips,Linux,139.233.86.211
4150,lEfXczrDZ,Berlin,4K,Samsung,Ubuntu,122.18.185.129
4151,oKLxdq5,Berlin,4K,Philips,Linux,193.174.221.228
4152,Yo24A,Amsterdam,4K,Samsung,Android,65.104.38.80
4153,EYk1x,Warsaw,"Full HD",LG,Linux,37.3.114.72
4154,RkoDC9Owr,Berlin,4K,LG,Linux,52.6.71.255
4155,bRUHf,Amsterdam,4K,LG,Android,49.155.172.59
4156,8lw25ay,Berlin,4K,Sencor,Linux,131.16.73.15
4157,IQCTdr4wPK,Warsaw,4K,Samsung,Linux,131.176.199.212
4158,91qzHk,Warsaw,4K,Sencor,Linux,142.64.219.212
4159,RoC9rh,Berlin,"Full HD",Philips,Android,53.7.209.3
4160,gBPJy3GeV,Berlin,"Full HD",LG,Android,148.231.2.246
4161,v3buZA,Berlin,4K,Samsung,Android,46.31.111.23
4162,ENcjyIC,Amsterdam,"Full HD",Samsung,Android,56.30.68.81
4163,m2ueWJxhUn,Warsaw,4K,Philips,Linux,251.66.199.218
4164,zBpNZM9JKc,Berlin,"Full HD",LG,Android,157.163.133.101
4165,bLNhs,Warsaw,"Full HD",Philips,Android,15.3.146.82
4166,qx2owA,Warsaw,"Full HD",LG,Ubuntu,43.14.142.4
4167,eFtdQ9E,Amsterdam,4K,Samsung,Android,245.157.175.53
4168,5lEuCZb1O,Amsterdam,"Full HD",Philips,Android,77.207.159.37
4169,DNq7U,Amsterdam,4K,Sencor,Ubuntu,81.62.16.35
4170,h7xCLwo,Berlin,4K,LG,Android,166.179.49.100
4171,ry9SgXv8Z,Warsaw,4K,LG,Ubuntu,131.48.106.53
4172,aV8jQ,Berlin,"Full HD",LG,Ubuntu,165.50.237.18
4173,MDEHNFkV,Warsaw,"Full HD",LG,Linux,200.109.160.208
4174,O3Zgp0V,Warsaw,4K,LG,Android,16.12.17.103
4175,EjMCY6hsG,Warsaw,4K,Sencor,Linux,153.132.84.189
4176,HTegOkv0t,Berlin,4K,Samsung,Ubuntu,176.154.6.1
4177,0OenpvN,Amsterdam,4K,Philips,Ubuntu,144.200.86.245
4178,vd5ACVPXe,Warsaw,4K,Philips,Linux,11.2.133.110
4179,R09D3qd,Berlin,4K,Philips,Linux,137.122.97.211
4180,rEcmFD,Warsaw,4K,LG,Ubuntu,179.197.146.179
4181,A3pxlT,Paris,"Full HD",Philips,Android,99.160.108.147
4182,ZWF0Xv,Paris,"Full HD",Sencor,Ubuntu,251.154.60.38
4183,bps2X,Amsterdam,"Full HD",LG,Android,111.229.132.87
4184,BRGsxK,Amsterdam,"Full HD",LG,Linux,1.95.55.183
4185,JUQvgYa,Berlin,"Full HD",Samsung,Android,70.218.92.202
4186,h0Gy8Lc,Paris,4K,Sencor,Ubuntu,39.93.189.157
4187,jV5zft,Paris,"Full HD",LG,Ubuntu,221.72.23.157
4188,SqeYg,Warsaw,"Full HD",Sencor,Android,11.45.230.136
4189,rVIRYp,Paris,"Full HD",Sencor,Ubuntu,6.9.164.129
4190,Brce925,Amsterdam,4K,Sencor,Android,201.76.228.181
4191,OVoqi8zJ,Warsaw,"Full HD",Philips,Linux,150.157.29.74
4192,i87E0TKRq,Warsaw,"Full HD",Samsung,Ubuntu,161.101.150.122
4193,MyimkL,Berlin,"Full HD",LG,Ubuntu,226.157.115.37
4194,GpISRv4DUt,Berlin,"Full HD",Sencor,Linux,33.177.98.124
4195,rGgWkMB2,Amsterdam,"Full HD",Philips,Android,21.152.16.186
4196,u9OpcxNYhH,Paris,4K,Sencor,Android,129.120.64.110
4197,Mptuw9j7Q,Berlin,4K,LG,Android,154.140.244.227
4198,XsueflO8,Paris,4K,LG,Linux,78.33.142.30
4199,eQuAK7SGq,Warsaw,4K,Philips,Linux,1.96.176.190
4200,XFVmpdtwx,Berlin,"Full HD",Samsung,Linux,134.4.226.9
4201,jxvit,Amsterdam,"Full HD",LG,Android,235.35.213.243
4202,xfhPE1u,Amsterdam,4K,Samsung,Android,235.32.2.51
4203,ycuUJ,Berlin,4K,LG,Ubuntu,81.197.221.235
4204,FEZT8UA,Berlin,"Full HD",LG,Android,86.254.223.237
4205,m6pUQjo,Warsaw,"Full HD",Samsung,Linux,88.24.47.18
4206,CD8Fub2O,Berlin,"Full HD",Philips,Android,226.245.105.112
4207,OoZiMztk,Warsaw,"Full HD",Philips,Linux,86.4.218.0
4208,gNhmY,Berlin,4K,Philips,Android,154.132.96.244
4209,oEPfAQYLc,Berlin,4K,Philips,Linux,133.115.59.220
4210,9Q7tyP4,Warsaw,"Full HD",Sencor,Linux,39.220.99.166
4211,8106zf7eZa,Paris,"Full HD",Sencor,Linux,206.233.163.112
4212,0xa7TGi3hW,Amsterdam,4K,Sencor,Linux,255.135.166.240
4213,dzWbD2A1iH,Berlin,4K,LG,Android,110.188.161.95
4214,SjYh3,Paris,"Full HD",Samsung,Linux,183.33.29.134
4215,jivO92HD,Amsterdam,4K,Sencor,Android,28.195.164.193
4216,U7NXOJ,Paris,4K,Philips,Linux,177.150.137.202
4217,ycE6mfirX,Paris,"Full HD",Philips,Linux,89.250.248.166
4218,7xIugL0DZ,Warsaw,"Full HD",Philips,Android,55.28.146.167
4219,UR8Cf6,Berlin,"Full HD",Samsung,Android,77.164.203.29
4220,8ulKnv,Warsaw,4K,Sencor,Ubuntu,89.55.133.85
4221,0qESZCLm2T,Amsterdam,4K,LG,Linux,9.75.119.4
4222,TmAWN891,Amsterdam,"Full HD",Sencor,Linux,19.169.138.74
4223,nfOdz,Berlin,4K,Samsung,Ubuntu,82.34.123.46
4224,mVBFv2M,Paris,"Full HD",Philips,Android,95.146.233.132
4225,tahBRf9e2N,Berlin,4K,LG,Linux,228.38.105.248
4226,sgdzv9,Paris,"Full HD",LG,Android,152.3.133.27
4227,rs2vU0ut,Amsterdam,"Full HD",Philips,Android,196.68.109.73
4228,cXJaT,Amsterdam,"Full HD",Philips,Linux,246.255.203.55
4229,tCpJHTiw,Amsterdam,4K,Philips,Android,5.206.156.52
4230,TjWYhgwA8Z,Amsterdam,4K,Sencor,Linux,108.64.11.18
4231,9vMT8,Amsterdam,"Full HD",LG,Android,79.145.236.211
4232,in27m,Amsterdam,4K,Samsung,Ubuntu,186.152.184.208
4233,x3VkmOtQ,Amsterdam,4K,Philips,Ubuntu,52.182.235.238
4234,T8Zpn,Paris,"Full HD",Philips,Ubuntu,199.9.123.57
4235,PpfTjVbNI,Paris,4K,Philips,Android,169.246.30.179
4236,8LFJCqcQMR,Amsterdam,"Full HD",Sencor,Linux,61.19.101.111
4237,aJOfZHW8re,Berlin,4K,Sencor,Linux,143.118.124.123
4238,nfcpyZMH,Paris,4K,Samsung,Ubuntu,135.46.58.218
4239,i1PJqd4M,Amsterdam,"Full HD",Philips,Android,147.194.45.34
4240,xsNuOFj,Amsterdam,4K,Sencor,Linux,91.254.166.102
4241,jRqyrdXP,Paris,4K,Sencor,Linux,136.179.210.46
4242,Zwkx9sdz,Amsterdam,"Full HD",LG,Linux,198.162.193.189
4243,JPae2S8X,Paris,4K,Philips,Linux,64.23.181.55
4244,vig0Sw,Amsterdam,4K,Philips,Linux,60.41.44.220
4245,cMx0iuBd,Warsaw,4K,Philips,Ubuntu,160.174.183.93
4246,iCnED,Warsaw,"Full HD",Philips,Android,180.151.242.48
4247,0dUuXn,Warsaw,4K,Sencor,Linux,164.226.64.235
4248,qCVnuF6NfE,Warsaw,"Full HD",Samsung,Linux,242.190.196.29
4249,09ZKYBbVo,Amsterdam,4K,Philips,Linux,201.186.76.147
4250,SnDCH,Paris,"Full HD",Philips,Android,61.88.149.46
4251,nD3gI,Paris,"Full HD",Philips,Android,211.215.104.82
4252,5tfLhyO2Xi,Berlin,"Full HD",Samsung,Android,112.131.45.90
4253,F67lfNX,Berlin,4K,Philips,Ubuntu,198.230.34.108
4254,N6feDyk,Paris,"Full HD",Philips,Linux,220.116.119.109
4255,BJl3YE,Paris,4K,LG,Ubuntu,39.65.157.122
4256,o42sP,Berlin,4K,Philips,Ubuntu,6.122.117.58
4257,QSjxcnbe5,Amsterdam,"Full HD",Philips,Linux,179.163.95.74
4258,TrFnxuA,Warsaw,"Full HD",Sencor,Ubuntu,4.1.33.41
4259,LqUpkuIR,Amsterdam,4K,Philips,Ubuntu,239.234.209.197
4260,YwQo6Z,Berlin,"Full HD",Sencor,Linux,99.238.153.90
4261,aLhbxV,Warsaw,"Full HD",Sencor,Android,201.183.6.32
4262,YzuMmOi,Berlin,4K,Samsung,Android,36.207.4.79
4263,AFuGj,Amsterdam,"Full HD",Sencor,Linux,85.60.178.75
4264,xOPiWI5,Berlin,4K,Philips,Linux,156.77.184.147
4265,LAQ8UWR,Paris,4K,Samsung,Android,45.80.0.110
4266,QKAmXZB,Warsaw,"Full HD",Philips,Linux,62.96.22.255
4267,v9PtXpBq,Amsterdam,"Full HD",Samsung,Ubuntu,122.57.227.10
4268,0TdZu,Berlin,"Full HD",Sencor,Android,241.252.237.170
4269,hxwFtS,Amsterdam,4K,Sencor,Android,157.140.166.181
4270,Bjy95rnEv8,Berlin,"Full HD",LG,Ubuntu,224.8.94.149
4271,uSe13N,Amsterdam,4K,Samsung,Ubuntu,12.151.142.5
4272,LXqM4Q,Berlin,4K,LG,Android,156.16.60.129
4273,rkHxYV3,Paris,"Full HD",Philips,Ubuntu,143.220.3.26
4274,QGeHa,Amsterdam,4K,Philips,Android,24.45.22.191
4275,crzpsG26,Amsterdam,"Full HD",Samsung,Android,218.143.88.47
4276,14O0Cwz,Paris,"Full HD",Philips,Linux,55.227.190.218
4277,ElosWDw1,Warsaw,"Full HD",Samsung,Linux,111.126.6.167
4278,mTsYBqVgl9,Warsaw,"Full HD",Samsung,Ubuntu,36.53.129.204
4279,lKzbaRjHA,Warsaw,4K,LG,Android,208.201.118.42
4280,y4NI6l,Berlin,"Full HD",Philips,Ubuntu,213.1.101.59
4281,jryD329I,Amsterdam,4K,Sencor,Ubuntu,188.40.233.78
4282,xMYsq2zE,Berlin,"Full HD",Sencor,Ubuntu,239.183.102.183
4283,SuihCVda,Warsaw,4K,LG,Ubuntu,95.113.83.252
4284,et5AfbTrc7,Amsterdam,4K,LG,Android,48.20.109.223
4285,pVv2MB,Warsaw,4K,Philips,Linux,247.163.112.79
4286,xnZz9jd3TG,Berlin,"Full HD",Sencor,Ubuntu,194.117.243.229
4287,ZVxONytg6C,Berlin,4K,LG,Android,170.131.38.125
4288,5hgOKDWorH,Amsterdam,"Full HD",Sencor,Android,77.189.143.130
4289,UZcz1,Amsterdam,"Full HD",LG,Android,224.184.18.218
4290,U6XS50nL,Berlin,4K,Sencor,Ubuntu,35.189.147.239
4291,OJd7pY1,Berlin,4K,Sencor,Ubuntu,155.129.178.224
4292,wuZGAq,Warsaw,"Full HD",Samsung,Linux,28.13.238.114
4293,GY0jkdF8,Berlin,"Full HD",Sencor,Linux,183.51.161.63
4294,l7qMot0kWY,Paris,4K,Philips,Ubuntu,85.203.137.52
4295,GNFuzRYwI,Amsterdam,"Full HD",Philips,Ubuntu,20.150.10.5
4296,2j5QaOeBu,Warsaw,"Full HD",Samsung,Linux,51.4.199.239
4297,MOgBsyJY,Paris,4K,Sencor,Linux,89.45.230.244
4298,FePI1xY,Warsaw,4K,Philips,Ubuntu,186.66.96.39
4299,aZFUL6HYJ4,Berlin,"Full HD",LG,Linux,32.18.66.189
4300,DWE37YABZ,Berlin,4K,LG,Android,141.153.255.4
4301,kFLMwX2,Berlin,4K,Samsung,Android,84.152.170.245
4302,i4VRbSw1zN,Amsterdam,4K,Sencor,Ubuntu,201.107.104.76
4303,buoqUxap,Warsaw,4K,LG,Linux,197.123.164.148
4304,FE09Wwpso,Amsterdam,4K,LG,Android,95.106.10.62
4305,aXVg8k,Berlin,"Full HD",Sencor,Linux,78.47.64.83
4306,SRXe5pI,Berlin,"Full HD",Samsung,Ubuntu,205.16.128.44
4307,sxjBJW9Ct,Paris,"Full HD",LG,Android,141.0.79.29
4308,exGZmH,Paris,4K,LG,Ubuntu,89.129.72.34
4309,SPEB6qgZRb,Amsterdam,4K,Samsung,Linux,42.82.192.179
4310,4ZpkV8l1,Paris,4K,LG,Ubuntu,144.55.144.155
4311,jorU6Ql,Berlin,"Full HD",LG,Ubuntu,69.163.65.161
4312,h5qVRSFQ,Paris,4K,Samsung,Linux,29.242.190.72
4313,jo3IsWfn,Amsterdam,4K,Philips,Android,126.204.188.66
4314,DplQbi1,Paris,4K,LG,Android,101.124.87.192
4315,ioR1gkCD,Warsaw,"Full HD",LG,Android,75.238.80.252
4316,uj2BRp,Berlin,4K,Philips,Android,109.128.170.189
4317,WzKrL,Amsterdam,4K,Samsung,Ubuntu,82.17.134.36
4318,TIFU1Nra,Warsaw,"Full HD",Samsung,Linux,57.212.47.251
4319,VeR6WorZu,Amsterdam,"Full HD",Samsung,Android,159.151.240.57
4320,QLCjxtfu,Amsterdam,"Full HD",Philips,Ubuntu,229.44.235.27
4321,kh7cQWiT,Warsaw,4K,Philips,Android,104.244.193.43
4322,HJX45tvL,Berlin,"Full HD",Sencor,Ubuntu,160.54.9.120
4323,VdWm3,Warsaw,"Full HD",Sencor,Linux,206.73.184.193
4324,1F8btvOU,Paris,4K,Sencor,Android,150.89.135.182
4325,saXgZi,Warsaw,4K,Philips,Linux,13.48.127.133
4326,fshepU6r0d,Berlin,"Full HD",LG,Android,173.253.118.164
4327,x679PrHXoL,Berlin,"Full HD",Samsung,Linux,95.159.15.151
4328,6L4dkXF8Po,Warsaw,"Full HD",Samsung,Android,194.133.53.20
4329,mRqT6AI,Berlin,"Full HD",Samsung,Ubuntu,37.49.59.73
4330,7BLVXq,Amsterdam,4K,Philips,Ubuntu,33.76.227.118
4331,84VOY6y15,Berlin,4K,Sencor,Ubuntu,28.198.90.221
4332,TNo7XO,Warsaw,"Full HD",Samsung,Linux,49.177.215.25
4333,AZ2cpz0,Berlin,"Full HD",Samsung,Ubuntu,125.106.105.34
4334,uiDEN,Paris,"Full HD",Philips,Linux,182.251.70.47
4335,oDAseyr6L,Berlin,"Full HD",LG,Android,41.19.202.216
4336,pRIg5D1j,Amsterdam,4K,Philips,Linux,206.77.23.206
4337,L7Bmey,Warsaw,4K,Sencor,Ubuntu,121.182.17.250
4338,7Uo5uK9N,Paris,4K,Samsung,Android,250.100.25.1
4339,bPE0FsVSR,Paris,"Full HD",Philips,Android,26.19.121.76
4340,ZAGC7Tzo,Paris,4K,Philips,Ubuntu,0.2.134.189
4341,HD25d,Warsaw,4K,LG,Linux,51.3.167.175
4342,s0G8eYT,Paris,4K,Samsung,Ubuntu,91.114.111.254
4343,vYysThjnPS,Amsterdam,"Full HD",Philips,Android,199.252.165.23
4344,baDeUK,Amsterdam,"Full HD",Philips,Ubuntu,124.98.165.38
4345,knuJ6hcd,Paris,4K,Samsung,Linux,135.23.187.14
4346,CWq2gpx,Paris,"Full HD",Sencor,Android,147.45.192.102
4347,BUPEx2z7sq,Berlin,4K,Samsung,Linux,247.184.186.172
4348,piZIzdWN,Paris,"Full HD",Sencor,Ubuntu,164.74.128.70
4349,SDasPqUrK,Warsaw,"Full HD",Philips,Linux,114.59.63.171
4350,zBwiD1L,Warsaw,"Full HD",Sencor,Android,89.29.163.89
4351,lZ1354nW,Warsaw,"Full HD",Sencor,Android,43.220.42.45
4352,rEB48C6,Berlin,4K,Samsung,Linux,109.133.72.6
4353,sTfHzq,Amsterdam,4K,LG,Linux,179.174.194.125
4354,sfeqPbIUK,Amsterdam,4K,LG,Ubuntu,110.50.28.80
4355,szdOuRZXP,Berlin,"Full HD",Sencor,Linux,110.245.69.153
4356,MxjnIc,Paris,4K,LG,Ubuntu,72.142.165.95
4357,JPvAkIgfo,Warsaw,"Full HD",Samsung,Android,20.1.196.15
4358,zq406IQLTk,Warsaw,"Full HD",LG,Android,37.170.27.96
4359,3nCAtO,Berlin,"Full HD",Sencor,Ubuntu,64.192.12.85
4360,5leAR,Warsaw,"Full HD",Sencor,Ubuntu,186.107.126.171
4361,m0ecAgl1,Paris,4K,LG,Ubuntu,140.218.45.172
4362,BTX2tkKohW,Berlin,4K,Sencor,Ubuntu,246.227.90.131
4363,XF9Zm,Amsterdam,4K,LG,Linux,36.217.115.50
4364,rC13NsG,Warsaw,"Full HD",Sencor,Android,136.179.96.137
4365,AQFr9,Berlin,4K,Sencor,Linux,236.254.181.23
4366,RSufy6,Paris,"Full HD",LG,Linux,92.14.34.167
4367,ao6H2Ecf4,Paris,4K,Samsung,Linux,134.249.179.212
4368,O3ePkdJT,Warsaw,"Full HD",Sencor,Android,72.213.191.91
4369,IXDzJiFk,Warsaw,"Full HD",Philips,Linux,103.78.44.101
4370,gon6BxK,Berlin,"Full HD",Samsung,Linux,148.253.68.156
4371,BFdrPE,Warsaw,"Full HD",Samsung,Android,231.31.82.249
4372,TlQg2,Berlin,4K,LG,Linux,187.227.114.37
4373,fBXLh,Paris,"Full HD",Philips,Android,170.211.32.215
4374,kUpRqo,Berlin,"Full HD",Philips,Android,165.230.189.31
4375,Pbjwun,Amsterdam,"Full HD",Sencor,Linux,50.148.145.226
4376,OCYt4JL,Amsterdam,"Full HD",Samsung,Android,202.201.72.35
4377,vAHgSTpCPe,Warsaw,4K,Samsung,Ubuntu,88.112.64.246
4378,AfS5jH,Berlin,4K,Philips,Linux,106.47.135.235
4379,I2OPj,Amsterdam,"Full HD",LG,Ubuntu,67.115.187.194
4380,7x9lfU0w,Paris,4K,Sencor,Android,181.34.243.200
4381,Qy41Z,Berlin,"Full HD",Sencor,Android,96.139.11.56
4382,RL6TMEwH4z,Warsaw,"Full HD",Samsung,Android,253.58.61.219
4383,SX92E,Amsterdam,4K,LG,Ubuntu,124.53.30.16
4384,6jRAP,Paris,4K,LG,Ubuntu,84.185.34.236
4385,aJNwEtK3g,Berlin,4K,Sencor,Linux,157.46.244.127
4386,uNstJ8MfeX,Amsterdam,"Full HD",LG,Ubuntu,229.141.103.101
4387,EkeCK,Paris,"Full HD",LG,Ubuntu,41.156.168.67
4388,CY3QksJH,Amsterdam,4K,Samsung,Ubuntu,218.25.27.39
4389,0PqLfQ,Warsaw,4K,Sencor,Ubuntu,126.4.42.139
4390,EUudQ6AbPm,Berlin,"Full HD",LG,Ubuntu,75.204.32.111
4391,FV0Er,Amsterdam,4K,Philips,Android,85.96.164.43
4392,3PsuY,Amsterdam,4K,Samsung,Linux,106.63.115.63
4393,R7JUM4,Warsaw,4K,Samsung,Linux,104.60.97.7
4394,FZ4LdNp,Berlin,"Full HD",Philips,Ubuntu,187.121.240.22
4395,XNMW7sj,Paris,"Full HD",LG,Linux,6.169.253.57
4396,gNhTY6,Amsterdam,4K,LG,Ubuntu,232.135.101.228
4397,TK90gh,Amsterdam,4K,LG,Linux,16.6.83.164
4398,iSyQq2,Warsaw,4K,LG,Android,7.69.165.26
4399,NjrhZR,Paris,4K,Sencor,Android,26.216.27.234
4400,t895v,Paris,4K,Philips,Linux,220.189.29.120
4401,KBgz9NE,Amsterdam,4K,Sencor,Android,102.169.99.178
4402,GFKg45vNy,Paris,"Full HD",LG,Linux,139.194.253.110
4403,zx2ConqifV,Paris,"Full HD",Samsung,Linux,33.219.30.80
4404,aiIcvN3,Warsaw,4K,LG,Ubuntu,222.160.65.251
4405,HiXkMBGR,Warsaw,"Full HD",Sencor,Android,68.49.79.242
4406,jpQsx,Paris,4K,Sencor,Ubuntu,236.187.239.82
4407,UEglMaht,Berlin,4K,Samsung,Android,3.128.75.178
4408,tMjxO,Berlin,"Full HD",Philips,Linux,201.147.4.41
4409,Mds9GtY,Berlin,"Full HD",Philips,Android,229.116.165.215
4410,ytkQlamU4,Warsaw,4K,Samsung,Linux,186.160.150.9
4411,Wm1BKS,Warsaw,4K,LG,Android,33.19.239.220
4412,cCjvxw,Paris,"Full HD",Philips,Android,31.189.227.183
4413,sWnEzCjQl,Amsterdam,"Full HD",Sencor,Linux,19.143.68.58
4414,VdY2mpAUhX,Paris,4K,Samsung,Linux,82.59.149.68
4415,BoYIen,Paris,4K,Philips,Linux,185.228.4.52
4416,jgAy8lp4,Berlin,4K,Philips,Linux,105.129.238.147
4417,kwKY1U,Paris,4K,LG,Linux,15.210.178.152
4418,TQXDj,Berlin,"Full HD",Sencor,Android,87.211.236.62
4419,r81bWCH,Amsterdam,4K,LG,Ubuntu,104.254.89.36
4420,fYkFh,Berlin,"Full HD",LG,Linux,31.127.91.129
4421,SrN76xcu3,Amsterdam,"Full HD",Philips,Android,28.214.185.155
4422,AGylVtOR0,Amsterdam,"Full HD",LG,Ubuntu,137.21.247.173
4423,7fcdOXkC,Berlin,"Full HD",Sencor,Android,40.165.178.200
4424,wzvuXdHF,Berlin,"Full HD",Samsung,Linux,207.106.6.13
4425,Uq5Bv9On,Amsterdam,4K,LG,Ubuntu,153.99.41.167
4426,2UWl6vT,Berlin,4K,Samsung,Android,49.214.153.10
4427,ms2g8,Warsaw,"Full HD",LG,Linux,212.169.205.157
4428,QHNWZ43buw,Berlin,"Full HD",Samsung,Linux,23.125.70.74
4429,SJ0Nf8twRq,Paris,"Full HD",Sencor,Linux,236.203.22.115
4430,JdWBDEH,Paris,4K,Philips,Android,81.180.4.156
4431,6SadH,Warsaw,4K,Sencor,Android,75.84.185.187
4432,NiLlC,Berlin,4K,Sencor,Ubuntu,14.104.164.206
4433,OHfFpBy,Paris,4K,Sencor,Ubuntu,131.14.186.10
4434,P2a7GKynk9,Warsaw,4K,LG,Linux,134.39.64.123
4435,6Ok1S24,Berlin,4K,Samsung,Linux,153.23.186.156
4436,H9J2kxI,Amsterdam,"Full HD",LG,Android,123.113.138.138
4437,PQN9oV76,Berlin,"Full HD",Sencor,Ubuntu,32.51.12.251
4438,yA2UZN,Amsterdam,4K,Philips,Ubuntu,149.42.197.59
4439,RFNG1K2V4L,Paris,4K,Philips,Ubuntu,107.224.54.3
4440,lcdCreUQH,Paris,4K,Samsung,Linux,195.209.213.184
4441,IKa6Ty,Amsterdam,4K,Philips,Android,61.46.203.128
4442,8DxnF,Warsaw,4K,LG,Ubuntu,148.249.72.152
4443,QKHNA,Warsaw,"Full HD",Sencor,Linux,88.143.155.196
4444,mdXDFZ7,Warsaw,"Full HD",LG,Android,145.169.53.13
4445,uQ7XhyFZ4,Warsaw,4K,Samsung,Android,35.51.250.217
4446,psYBeCZT9o,Warsaw,"Full HD",Philips,Ubuntu,35.51.38.68
4447,ByrXFvC3H2,Amsterdam,"Full HD",Samsung,Ubuntu,38.147.157.249
4448,7l1O0u2,Paris,4K,Philips,Android,114.100.94.250
4449,k4dMpC,Amsterdam,4K,Samsung,Linux,3.8.5.126
4450,aVIXmxyFH,Berlin,"Full HD",Sencor,Ubuntu,54.159.148.237
4451,UepMKfH,Amsterdam,4K,Philips,Ubuntu,181.45.223.220
4452,7kBX6c,Amsterdam,4K,Philips,Android,106.252.203.177
4453,9hZVDBft3k,Berlin,"Full HD",Sencor,Linux,115.10.23.151
4454,efwOE,Berlin,4K,Samsung,Linux,195.215.224.3
4455,umxobYlR7,Berlin,"Full HD",Philips,Linux,102.217.75.216
4456,iwKxuqN8l,Amsterdam,"Full HD",Sencor,Linux,50.243.190.250
4457,EpQh9b5t2,Warsaw,"Full HD",LG,Ubuntu,34.186.167.195
